PRODUCT_NUM                     ,DEPARTMENT                ,COMMODITY                 ,BRAND_TY,NATURAL_ORGANIC_FLAG
06664117                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06664127                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06664138                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06664148                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06664149                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06664157                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06664168                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06664174                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06664175                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06664184                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06664190                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06664192                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06686667                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06690135                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06710012                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06723690                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06734890                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06743727                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06743730                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06743734                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06743738                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06743743                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06743750                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06743770                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06743773                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06743777                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06743780                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06743781                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06743788                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06743808                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06743812                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06743815                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06743817                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06754237                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06757680                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06758094                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06761806                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06761817                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06761821                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06761872                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06785649                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06815910                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06815962                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06816025                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06817685                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06822533                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06822540                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06822596                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06822601                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06828894                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06828958                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06849083                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06868884                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06894542                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06894558                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06894606                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
06896492                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
07042252                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
07059508                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
07061577                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
07061938                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
07061941                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
07062233                        ,NON-FOOD                  ,PET                       ,NATIONAL,N
